ABONNEMENT / SERVICES,1
AMENAGEMENT URBAIN - VOIRIE,4
ANIMALERIE,15
APICULTURE,1
ART DE LA TABLE - ARTICLES CULINAIRES,12
ARTICLES POUR FUMEUR,6
AUTO - MOTO,11
BAGAGERIE,5
BATEAU MOTEUR - VOILIER,13
BIJOUX -  LUNETTES - MONTRES,3
BRICOLAGE - OUTILLAGE - QUINCAILLERIE,17
CHAUSSURES - ACCESSOIRES,5
COFFRET CADEAU BOX,1
CONDITIONNEMENT,7
DECO - LINGE - LUMINAIRE,20
DROGUERIE,10
DVD - BLU-RAY,3
ELECTROMENAGER,15
ELECTRONIQUE,10
EPICERIE,17
FUNERAIRE,1
HYGIENE - BEAUTE - PARFUM,13
INFORMATIQUE,13
INSTRUMENTS DE MUSIQUE,10
JARDIN - PISCINE,13
JEUX - JOUETS,17
JEUX VIDEO,4
LIBRAIRIE,29
LITERIE,4
LOISIRS CREATIFS - BEAUX ARTS - PAPETERIE,21
MANUTENTION,3
MATERIEL DE BUREAU,8
MATERIEL MEDICAL,25
MERCERIE,5
MEUBLE,8
MUSIQUE,2
PARAPHARMACIE,5
PHOTO - OPTIQUE,15
POINT DE VENTE - COMMERCE - ADMINISTRATION,12
PRODUITS FRAIS,2
PRODUITS SURGELES,1
PUERICULTURE,13
SONO - DJ,8
SPORT,40
TATOUAGE - PIERCING,8
TELEPHONIE - GPS,7
TENUE PROFESSIONNELLE,4
TV - VIDEO - SON,11
VIN - ALCOOL - LIQUIDES,8
